dteday,year,month,dayofweek,hour,workingday,holiday,season,weather,temperature,humidity,count
2012-07-04,1,7,2,6,0.0,1.0,3.0,1.0,26.1,72,32.0
2012-05-28,1,5,0,11,0.0,1.0,2.0,1.0,21.6,93,476.0
2012-05-28,1,5,0,10,0.0,1.0,2.0,1.0,21.1,95,364.0
2012-05-28,1,5,0,9,0.0,1.0,2.0,1.0,21.4,93,263.0
2012-05-28,1,5,0,8,0.0,1.0,2.0,1.0,21.7,92,155.0
2011-11-11,0,11,4,3,0.0,1.0,4.0,1.0,7.6,58,6.0
2011-05-21,0,5,5,20,0.0,0.0,2.0,1.0,26.3,44,248.0
2011-05-21,0,5,5,5,0.0,0.0,2.0,1.0,16.0,80,5.0
2011-05-21,0,5,5,21,0.0,0.0,2.0,1.0,26.3,44,227.0
2011-12-26,0,12,0,8,0.0,1.0,1.0,1.0,3.8,65,18.0
2011-05-21,0,5,5,22,0.0,0.0,2.0,1.0,25.8,47,204.0
2012-07-04,1,7,2,7,0.0,1.0,3.0,1.0,24.7,73,72.0
2011-04-15,0,4,4,16,0.0,1.0,2.0,1.0,16.8,62,243.0
2011-10-10,0,10,0,20,0.0,1.0,4.0,1.0,26.0,54,225.0
2011-10-10,0,10,0,21,0.0,1.0,4.0,1.0,25.3,60,175.0
2011-04-15,0,4,4,1,0.0,1.0,2.0,1.0,13.7,77,15.0
2011-05-22,0,5,6,0,0.0,0.0,2.0,1.0,23.2,73,131.0
2011-05-22,0,5,6,1,0.0,0.0,2.0,1.0,22.1,67,98.0
2011-05-22,0,5,6,2,0.0,0.0,2.0,1.0,21.3,69,68.0
2011-05-21,0,5,5,23,0.0,0.0,2.0,1.0,24.8,59,145.0
2011-06-11,0,6,5,23,0.0,0.0,2.0,1.0,25.5,88,131.0
2012-09-03,1,9,0,15,0.0,1.0,3.0,1.0,25.4,93,449.0
2011-11-11,0,11,4,1,0.0,1.0,4.0,1.0,8.0,72,19.0
2012-04-08,1,4,6,10,0.0,0.0,2.0,1.0,4.0,66,299.0
2012-04-14,1,4,5,13,0.0,0.0,2.0,1.0,12.9,50,678.0
2012-05-28,1,5,0,3,0.0,1.0,2.0,1.0,23.6,82,18.0
2012-05-28,1,5,0,2,0.0,1.0,2.0,1.0,24.5,74,48.0
2012-04-08,1,4,6,21,0.0,0.0,2.0,1.0,21.9,24,130.0
2012-04-08,1,4,6,20,0.0,0.0,2.0,1.0,21.7,23,211.0
2011-05-30,0,5,0,18,0.0,1.0,2.0,1.0,33.9,45,249.0
2012-04-08,1,4,6,19,0.0,0.0,2.0,1.0,21.2,25,276.0
2012-05-28,1,5,0,0,0.0,1.0,2.0,1.0,27.2,59,65.0
2012-04-08,1,4,6,18,0.0,0.0,2.0,1.0,19.6,28,310.0
2012-04-08,1,4,6,17,0.0,0.0,2.0,1.0,18.4,31,411.0
2012-10-08,1,10,0,6,0.0,1.0,4.0,1.0,7.5,96,59.0
2012-10-08,1,10,0,5,0.0,1.0,4.0,1.0,7.9,96,19.0
2012-04-08,1,4,6,16,0.0,0.0,2.0,1.0,16.7,31,476.0
2011-05-30,0,5,0,21,0.0,1.0,2.0,1.0,34.4,44,149.0
2012-10-08,1,10,0,4,0.0,1.0,4.0,1.0,8.1,98,7.0
2012-10-08,1,10,0,3,0.0,1.0,4.0,1.0,9.7,93,10.0
2012-04-14,1,4,5,12,0.0,0.0,2.0,1.0,8.2,74,678.0
2012-10-08,1,10,0,2,0.0,1.0,4.0,1.0,10.2,93,15.0
2012-05-12,1,5,5,14,0.0,0.0,2.0,1.0,20.7,43,615.0
2012-04-14,1,4,5,5,0.0,0.0,2.0,1.0,7.3,71,7.0
2012-04-14,1,4,5,9,0.0,0.0,2.0,1.0,5.5,83,265.0
2012-04-14,1,4,5,8,0.0,0.0,2.0,1.0,5.8,83,160.0
2011-05-28,0,5,5,0,0.0,0.0,2.0,1.0,24.0,76,94.0
2011-03-27,0,3,6,15,0.0,0.0,2.0,1.0,2.2,55,172.0
2012-04-14,1,4,5,7,0.0,0.0,2.0,1.0,6.2,80,64.0
2012-04-14,1,4,5,10,0.0,0.0,2.0,1.0,5.1,84,406.0
2012-04-14,1,4,5,6,0.0,0.0,2.0,1.0,6.7,75,21.0
2012-04-14,1,4,5,4,0.0,0.0,2.0,1.0,7.9,68,14.0
2011-04-02,0,4,5,3,0.0,0.0,2.0,1.0,4.0,63,9.0
2012-02-20,1,2,0,18,0.0,1.0,1.0,1.0,7.4,39,242.0
2012-02-20,1,2,0,17,0.0,1.0,1.0,1.0,6.2,42,253.0
2011-05-30,0,5,0,12,0.0,1.0,2.0,1.0,24.2,81,366.0
2012-04-14,1,4,5,3,0.0,0.0,2.0,1.0,8.7,64,32.0
2012-02-20,1,2,0,15,0.0,1.0,1.0,1.0,3.5,49,289.0
2012-04-14,1,4,5,2,0.0,0.0,2.0,1.0,9.9,59,56.0
2012-04-14,1,4,5,1,0.0,0.0,2.0,1.0,12.3,51,70.0
2012-04-14,1,4,5,0,0.0,0.0,2.0,1.0,16.1,31,96.0
2012-05-12,1,5,5,15,0.0,0.0,2.0,1.0,22.4,34,590.0
2012-02-20,1,2,0,19,0.0,1.0,1.0,1.0,8.0,40,172.0
2012-02-20,1,2,0,20,0.0,1.0,1.0,1.0,8.6,38,126.0
2012-02-20,1,2,0,21,0.0,1.0,1.0,1.0,8.7,37,98.0
2012-05-28,1,5,0,13,0.0,1.0,2.0,1.0,25.9,73,556.0
2012-05-28,1,5,0,12,0.0,1.0,2.0,1.0,23.6,84,525.0
2011-05-01,0,5,6,0,0.0,0.0,2.0,1.0,16.4,69,96.0
2012-02-20,1,2,0,6,0.0,1.0,1.0,1.0,3.0,61,10.0
2012-03-31,1,3,5,5,0.0,0.0,2.0,1.0,9.2,87,5.0
2012-02-20,1,2,0,9,0.0,1.0,1.0,1.0,1.8,59,110.0
2012-03-31,1,3,5,12,0.0,0.0,2.0,1.0,9.8,99,621.0
2012-02-20,1,2,0,23,0.0,1.0,1.0,1.0,6.6,46,26.0
2012-05-28,1,5,0,21,0.0,1.0,2.0,1.0,31.4,49,247.0
2012-10-08,1,10,0,0,0.0,1.0,4.0,1.0,10.6,93,51.0
2011-05-30,0,5,0,17,0.0,1.0,2.0,1.0,33.2,48,304.0
2011-05-30,0,5,0,16,0.0,1.0,2.0,1.0,32.3,52,309.0
2012-03-31,1,3,5,11,0.0,0.0,2.0,1.0,8.9,99,463.0
2012-04-16,1,4,0,10,0.0,1.0,2.0,1.0,17.5,75,224.0
2012-04-16,1,4,0,11,0.0,1.0,2.0,1.0,17.0,79,251.0
2011-11-11,0,11,4,15,0.0,1.0,4.0,1.0,5.8,51,216.0
2012-05-28,1,5,0,4,0.0,1.0,2.0,1.0,23.0,86,6.0
2012-05-28,1,5,0,14,0.0,1.0,2.0,1.0,28.0,64,465.0
2012-05-28,1,5,0,15,0.0,1.0,2.0,1.0,29.9,55,460.0
2011-05-30,0,5,0,11,0.0,1.0,2.0,1.0,21.5,93,321.0
2012-05-28,1,5,0,23,0.0,1.0,2.0,1.0,29.7,54,82.0
2012-02-20,1,2,0,22,0.0,1.0,1.0,1.0,8.0,40,62.0
2012-11-22,1,11,3,0,0.0,1.0,4.0,1.0,6.2,79,46.0
2012-04-16,1,4,0,15,0.0,1.0,2.0,1.0,25.6,53,275.0
2012-04-16,1,4,0,13,0.0,1.0,2.0,1.0,20.9,67,263.0
2012-05-28,1,5,0,16,0.0,1.0,2.0,1.0,31.3,50,501.0
2012-05-28,1,5,0,17,0.0,1.0,2.0,1.0,32.1,47,405.0
2012-05-28,1,5,0,19,0.0,1.0,2.0,1.0,32.9,47,395.0
2011-05-30,0,5,0,10,0.0,1.0,2.0,1.0,20.8,93,269.0
2011-05-22,0,5,6,16,0.0,0.0,2.0,1.0,26.1,58,273.0
2012-05-28,1,5,0,20,0.0,1.0,2.0,1.0,33.0,46,317.0
2012-04-08,1,4,6,14,0.0,0.0,2.0,1.0,13.0,36,503.0
2012-04-08,1,4,6,13,0.0,0.0,2.0,1.0,10.6,44,483.0
2012-04-08,1,4,6,12,0.0,0.0,2.0,1.0,6.2,65,457.0
2012-04-08,1,4,6,11,0.0,0.0,2.0,1.0,3.9,68,404.0
2011-04-30,0,4,5,21,0.0,0.0,2.0,1.0,19.2,42,177.0
2012-10-08,1,10,0,1,0.0,1.0,4.0,1.0,10.7,90,37.0
2011-04-30,0,4,5,22,0.0,0.0,2.0,1.0,18.9,42,143.0
2012-05-28,1,5,0,22,0.0,1.0,2.0,1.0,30.3,52,157.0
2012-04-08,1,4,6,15,0.0,0.0,2.0,1.0,15.0,31,486.0
2012-05-28,1,5,0,6,0.0,1.0,2.0,1.0,22.1,92,20.0
2012-05-12,1,5,5,13,0.0,0.0,2.0,1.0,17.9,53,659.0
2011-05-22,0,5,6,18,0.0,0.0,2.0,1.0,27.5,50,358.0
2011-03-26,0,3,5,9,0.0,0.0,2.0,1.0,-0.9,66,100.0
2011-06-12,0,6,6,2,0.0,0.0,2.0,1.0,23.0,97,66.0
2012-04-08,1,4,6,5,0.0,0.0,2.0,1.0,8.2,49,12.0
2012-04-08,1,4,6,4,0.0,0.0,2.0,1.0,9.1,46,7.0
2012-04-08,1,4,6,3,0.0,0.0,2.0,1.0,9.9,44,26.0
2012-04-08,1,4,6,2,0.0,0.0,2.0,1.0,10.8,41,32.0
2012-04-08,1,4,6,1,0.0,0.0,2.0,1.0,12.0,38,64.0
2011-03-26,0,3,5,17,0.0,0.0,2.0,1.0,6.0,39,203.0
2011-03-26,0,3,5,16,0.0,0.0,2.0,1.0,5.0,39,248.0
2011-03-26,0,3,5,15,0.0,0.0,2.0,1.0,3.6,44,219.0
2012-04-07,1,4,5,23,0.0,0.0,2.0,1.0,15.3,29,118.0
2011-03-26,0,3,5,14,0.0,0.0,2.0,1.0,2.5,46,216.0
2011-03-26,0,3,5,13,0.0,0.0,2.0,1.0,1.3,50,239.0
2011-03-26,0,3,5,12,0.0,0.0,2.0,1.0,-1.4,73,227.0
2011-03-26,0,3,5,11,0.0,0.0,2.0,1.0,-2.2,73,168.0
2011-05-28,0,5,5,2,0.0,0.0,2.0,1.0,21.9,91,48.0
2011-04-30,0,4,5,5,0.0,0.0,2.0,1.0,10.9,63,7.0
2011-03-26,0,3,5,10,0.0,0.0,2.0,1.0,-1.5,66,125.0
2012-04-08,1,4,6,6,0.0,0.0,2.0,1.0,7.2,53,28.0
2012-04-01,1,4,6,17,0.0,0.0,2.0,1.0,13.3,60,555.0
2012-04-01,1,4,6,19,0.0,0.0,2.0,1.0,15.3,55,346.0
2012-03-25,1,3,6,23,0.0,0.0,2.0,1.0,16.4,75,65.0
2012-03-25,1,3,6,21,0.0,0.0,2.0,1.0,16.3,71,149.0
2012-03-25,1,3,6,20,0.0,0.0,2.0,1.0,15.5,74,259.0
2012-03-25,1,3,6,19,0.0,0.0,2.0,1.0,14.4,77,375.0
2012-03-25,1,3,6,18,0.0,0.0,2.0,1.0,16.6,73,491.0
2012-03-25,1,3,6,17,0.0,0.0,2.0,1.0,15.2,79,419.0
2012-03-25,1,3,6,22,0.0,0.0,2.0,1.0,16.6,72,111.0
2012-04-01,1,4,6,15,0.0,0.0,2.0,1.0,11.6,65,573.0
2012-04-01,1,4,6,16,0.0,0.0,2.0,1.0,12.5,62,511.0
2012-03-24,1,3,5,4,0.0,0.0,2.0,1.0,16.6,94,7.0
2012-03-24,1,3,5,3,0.0,0.0,2.0,1.0,17.3,89,32.0
2012-03-24,1,3,5,2,0.0,0.0,2.0,1.0,18.4,82,69.0
2012-03-24,1,3,5,1,0.0,0.0,2.0,1.0,19.5,76,128.0
2011-05-08,0,5,6,15,0.0,0.0,2.0,1.0,20.0,52,358.0
2012-03-24,1,3,5,0,0.0,0.0,2.0,1.0,21.0,69,156.0
2011-03-27,0,3,6,9,0.0,0.0,2.0,1.0,1.2,55,54.0
2011-03-27,0,3,6,8,0.0,0.0,2.0,1.0,1.7,51,14.0
2012-04-01,1,4,6,18,0.0,0.0,2.0,1.0,14.4,58,432.0
2012-04-08,1,4,6,23,0.0,0.0,2.0,1.0,19.1,33,51.0
2011-03-27,0,3,6,16,0.0,0.0,2.0,1.0,4.2,50,143.0
2011-03-27,0,3,6,17,0.0,0.0,2.0,1.0,6.0,45,159.0
2011-04-30,0,4,5,17,0.0,0.0,2.0,1.0,16.3,46,407.0
2011-04-30,0,4,5,18,0.0,0.0,2.0,1.0,17.3,45,371.0
2011-05-07,0,5,5,0,0.0,0.0,2.0,1.0,16.6,62,86.0
2011-05-08,0,5,6,13,0.0,0.0,2.0,1.0,17.2,69,390.0
2011-05-08,0,5,6,14,0.0,0.0,2.0,1.0,18.9,60,366.0
2011-03-27,0,3,6,13,0.0,0.0,2.0,1.0,0.1,66,147.0
2011-05-08,0,5,6,16,0.0,0.0,2.0,1.0,20.8,47,385.0
2011-04-30,0,4,5,19,0.0,0.0,2.0,1.0,18.5,44,387.0
2011-04-30,0,4,5,20,0.0,0.0,2.0,1.0,19.0,43,224.0
2012-04-08,1,4,6,7,0.0,0.0,2.0,1.0,6.4,58,37.0
2012-04-08,1,4,6,9,0.0,0.0,2.0,1.0,4.5,65,179.0
2011-05-22,0,5,6,11,0.0,0.0,2.0,1.0,17.4,87,373.0
2011-03-27,0,3,6,23,0.0,0.0,2.0,1.0,6.7,39,19.0
2011-05-22,0,5,6,22,0.0,0.0,2.0,1.0,24.5,70,121.0
2011-05-22,0,5,6,21,0.0,0.0,2.0,1.0,24.8,69,136.0
2011-05-22,0,5,6,20,0.0,0.0,2.0,1.0,24.3,70,231.0
2011-05-22,0,5,6,19,0.0,0.0,2.0,1.0,25.3,61,300.0
2011-04-30,0,4,5,16,0.0,0.0,2.0,1.0,15.1,48,464.0
2011-04-30,0,4,5,15,0.0,0.0,2.0,1.0,13.7,51,499.0
2011-05-07,0,5,5,1,0.0,0.0,2.0,1.0,15.3,67,58.0
2011-04-30,0,4,5,14,0.0,0.0,2.0,1.0,12.4,52,452.0
2011-06-12,0,6,6,4,0.0,0.0,2.0,1.0,22.6,98,14.0
2011-03-27,0,3,6,14,0.0,0.0,2.0,1.0,1.0,60,164.0
2011-05-08,0,5,6,23,0.0,0.0,2.0,1.0,20.2,50,50.0
2011-05-08,0,5,6,22,0.0,0.0,2.0,1.0,21.3,42,115.0
2011-05-08,0,5,6,21,0.0,0.0,2.0,1.0,21.7,41,127.0
2011-04-30,0,4,5,7,0.0,0.0,2.0,1.0,9.0,77,48.0
2012-04-08,1,4,6,8,0.0,0.0,2.0,1.0,5.2,63,84.0
2011-05-08,0,5,6,20,0.0,0.0,2.0,1.0,22.1,40,174.0
2011-05-22,0,5,6,17,0.0,0.0,2.0,1.0,26.9,53,306.0
2011-04-30,0,4,5,8,0.0,0.0,2.0,1.0,8.3,78,91.0
2011-04-30,0,4,5,10,0.0,0.0,2.0,1.0,7.5,80,279.0
2011-04-30,0,4,5,11,0.0,0.0,2.0,1.0,7.9,78,321.0
2011-05-08,0,5,6,19,0.0,0.0,2.0,1.0,22.0,41,239.0
2011-05-08,0,5,6,18,0.0,0.0,2.0,1.0,21.5,44,268.0
2011-04-30,0,4,5,12,0.0,0.0,2.0,1.0,10.1,64,416.0
2011-04-30,0,4,5,13,0.0,0.0,2.0,1.0,11.0,59,455.0
2011-05-07,0,5,5,3,0.0,0.0,2.0,1.0,12.5,80,18.0
2011-05-07,0,5,5,2,0.0,0.0,2.0,1.0,13.8,74,52.0
2011-04-30,0,4,5,9,0.0,0.0,2.0,1.0,7.9,79,156.0
2011-12-26,0,12,0,16,0.0,1.0,1.0,1.0,6.2,57,97.0
2012-02-20,1,2,0,13,0.0,1.0,1.0,1.0,1.1,61,312.0
2011-05-30,0,5,0,23,0.0,1.0,2.0,1.0,32.0,57,48.0
2012-12-25,1,12,1,13,0.0,1.0,1.0,1.0,1.4,96,121.0
2012-09-03,1,9,0,4,0.0,1.0,3.0,1.0,23.8,99,11.0
2012-04-16,1,4,0,0,0.0,1.0,2.0,1.0,24.6,44,41.0
2012-11-12,1,11,0,0,0.0,1.0,4.0,1.0,12.8,80,49.0
2012-11-22,1,11,3,3,0.0,1.0,4.0,1.0,3.5,87,6.0
2012-11-22,1,11,3,1,0.0,1.0,4.0,1.0,5.0,83,42.0
2012-11-12,1,11,0,2,0.0,1.0,4.0,1.0,11.5,85,20.0
2012-01-02,1,1,0,16,0.0,1.0,1.0,1.0,4.0,38,154.0
2012-01-02,1,1,0,11,0.0,1.0,1.0,1.0,1.6,39,175.0
2012-01-02,1,1,0,12,0.0,1.0,1.0,1.0,1.1,41,202.0
2012-01-02,1,1,0,13,0.0,1.0,1.0,1.0,0.9,46,176.0
2011-06-12,0,6,6,22,0.0,0.0,2.0,1.0,26.5,76,128.0
2011-06-12,0,6,6,20,0.0,0.0,2.0,1.0,31.1,49,206.0
2011-06-11,0,6,5,4,0.0,0.0,2.0,1.0,24.7,85,13.0
2012-01-02,1,1,0,14,0.0,1.0,1.0,1.0,1.7,48,151.0
2011-06-11,0,6,5,21,0.0,0.0,2.0,1.0,31.3,55,220.0
2012-01-02,1,1,0,15,0.0,1.0,1.0,1.0,2.8,42,168.0
2012-12-25,1,12,1,12,0.0,1.0,1.0,1.0,0.9,96,114.0
2012-09-03,1,9,0,14,0.0,1.0,3.0,1.0,24.5,95,512.0
2012-12-25,1,12,1,11,0.0,1.0,1.0,1.0,0.9,97,86.0
2011-06-19,0,6,6,2,0.0,0.0,2.0,1.0,23.0,94,72.0
2011-06-18,0,6,5,6,0.0,0.0,2.0,1.0,20.2,90,27.0
2011-05-28,0,5,5,1,0.0,0.0,2.0,1.0,22.5,83,55.0
2011-06-04,0,6,5,2,0.0,0.0,2.0,1.0,18.9,53,59.0
2012-04-16,1,4,0,5,0.0,1.0,2.0,1.0,21.1,56,38.0
2011-06-18,0,6,5,7,0.0,0.0,2.0,1.0,20.6,86,57.0
2011-06-18,0,6,5,8,0.0,0.0,2.0,1.0,20.4,88,131.0
2011-06-18,0,6,5,9,0.0,0.0,2.0,1.0,20.1,90,218.0
2012-04-16,1,4,0,4,0.0,1.0,2.0,1.0,21.7,52,6.0
2011-06-18,0,6,5,10,0.0,0.0,2.0,1.0,19.7,93,244.0
2012-04-16,1,4,0,3,0.0,1.0,2.0,1.0,22.2,50,8.0
2011-06-18,0,6,5,11,0.0,0.0,2.0,1.0,20.0,93,404.0
2011-06-18,0,6,5,13,0.0,0.0,2.0,1.0,24.8,72,327.0
2012-04-16,1,4,0,2,0.0,1.0,2.0,1.0,22.8,48,14.0
2012-09-03,1,9,0,5,0.0,1.0,3.0,1.0,23.7,99,4.0
2011-06-12,0,6,6,21,0.0,0.0,2.0,1.0,27.6,69,140.0
2011-09-05,0,9,0,7,0.0,1.0,3.0,1.0,22.4,87,41.0
2011-06-19,0,6,6,0,0.0,0.0,2.0,1.0,24.3,88,89.0
2012-12-25,1,12,1,10,0.0,1.0,1.0,1.0,0.8,98,32.0
2011-06-11,0,6,5,6,0.0,0.0,2.0,1.0,24.7,84,40.0
2011-09-05,0,9,0,14,0.0,1.0,3.0,1.0,24.4,82,357.0
2012-01-02,1,1,0,17,0.0,1.0,1.0,1.0,4.6,37,153.0
2011-06-11,0,6,5,20,0.0,0.0,2.0,1.0,31.7,53,275.0
2012-11-12,1,11,0,1,0.0,1.0,4.0,1.0,12.1,83,30.0
2012-04-16,1,4,0,14,0.0,1.0,2.0,1.0,23.2,60,288.0
2011-11-11,0,11,4,7,0.0,1.0,4.0,1.0,5.5,62,121.0
2012-09-03,1,9,0,17,0.0,1.0,3.0,1.0,27.8,76,498.0
2012-09-03,1,9,0,16,0.0,1.0,3.0,1.0,26.5,87,500.0
2011-06-11,0,6,5,22,0.0,0.0,2.0,1.0,29.0,67,190.0
2011-11-11,0,11,4,11,0.0,1.0,4.0,1.0,3.8,59,170.0
2011-11-11,0,11,4,10,0.0,1.0,4.0,1.0,4.3,61,200.0
2011-11-11,0,11,4,9,0.0,1.0,4.0,1.0,4.7,63,201.0
2011-11-11,0,11,4,8,0.0,1.0,4.0,1.0,5.0,64,258.0
2011-11-11,0,11,4,6,0.0,1.0,4.0,1.0,5.7,60,46.0
2012-11-22,1,11,3,2,0.0,1.0,4.0,1.0,4.1,86,18.0
2011-11-11,0,11,4,5,0.0,1.0,4.0,1.0,6.2,58,13.0
2011-11-11,0,11,4,4,0.0,1.0,4.0,1.0,7.0,57,8.0
2011-11-11,0,11,4,2,0.0,1.0,4.0,1.0,7.9,63,11.0
2011-06-12,0,6,6,19,0.0,0.0,2.0,1.0,31.5,48,223.0
2011-06-11,0,6,5,19,0.0,0.0,2.0,1.0,31.6,54,264.0
2011-09-05,0,9,0,18,0.0,1.0,3.0,1.0,28.7,64,123.0
2012-11-12,1,11,0,5,0.0,1.0,4.0,1.0,10.3,85,24.0
2011-06-11,0,6,5,15,0.0,0.0,2.0,1.0,30.2,62,374.0
2012-01-02,1,1,0,1,0.0,1.0,1.0,1.0,11.6,79,12.0
2011-06-11,0,6,5,7,0.0,0.0,2.0,1.0,24.6,89,68.0
2012-11-12,1,11,0,6,0.0,1.0,4.0,1.0,10.0,86,71.0
2011-06-11,0,6,5,8,0.0,0.0,2.0,1.0,24.2,91,143.0
2011-06-11,0,6,5,9,0.0,0.0,2.0,1.0,22.8,96,230.0
2012-11-12,1,11,0,4,0.0,1.0,4.0,1.0,10.7,86,4.0
2011-06-11,0,6,5,10,0.0,0.0,2.0,1.0,22.0,98,264.0
2012-11-12,1,11,0,3,0.0,1.0,4.0,1.0,11.1,85,4.0
2011-06-18,0,6,5,5,0.0,0.0,2.0,1.0,21.3,84,7.0
2011-06-11,0,6,5,11,0.0,0.0,2.0,1.0,23.5,96,325.0
2012-01-02,1,1,0,10,0.0,1.0,1.0,1.0,2.5,38,109.0
2012-01-02,1,1,0,9,0.0,1.0,1.0,1.0,3.7,41,68.0
2012-01-02,1,1,0,8,0.0,1.0,1.0,1.0,5.0,47,53.0
2012-01-02,1,1,0,7,0.0,1.0,1.0,1.0,6.1,57,16.0
2012-01-02,1,1,0,6,0.0,1.0,1.0,1.0,6.3,51,14.0
2011-06-11,0,6,5,13,0.0,0.0,2.0,1.0,27.2,77,387.0
2011-02-21,0,2,0,4,0.0,1.0,1.0,1.0,3.4,75,1.0
2011-06-11,0,6,5,14,0.0,0.0,2.0,1.0,28.9,69,380.0
2011-06-11,0,6,5,12,0.0,0.0,2.0,1.0,25.6,86,347.0
2012-05-28,1,5,0,7,0.0,1.0,2.0,1.0,22.0,91,67.0
2011-06-18,0,6,5,4,0.0,0.0,2.0,1.0,21.5,83,5.0
2012-09-03,1,9,0,2,0.0,1.0,3.0,1.0,24.0,99,40.0
2011-05-30,0,5,0,3,0.0,1.0,2.0,1.0,23.9,83,18.0
2011-03-26,0,3,5,1,0.0,0.0,2.0,1.0,5.5,39,27.0
2011-11-11,0,11,4,19,0.0,1.0,4.0,1.0,9.2,36,199.0
2011-03-26,0,3,5,2,0.0,0.0,2.0,1.0,5.2,40,25.0
2011-11-11,0,11,4,18,0.0,1.0,4.0,1.0,9.0,37,208.0
2011-03-26,0,3,5,3,0.0,0.0,2.0,1.0,4.7,42,9.0
2011-11-11,0,11,4,17,0.0,1.0,4.0,1.0,8.4,39,310.0
2011-11-11,0,11,4,16,0.0,1.0,4.0,1.0,7.5,40,238.0
2011-03-26,0,3,5,4,0.0,0.0,2.0,1.0,4.1,44,6.0
2011-05-30,0,5,0,1,0.0,1.0,2.0,1.0,25.6,74,79.0
2011-05-30,0,5,0,2,0.0,1.0,2.0,1.0,24.6,79,45.0
2011-03-26,0,3,5,5,0.0,0.0,2.0,1.0,3.4,50,8.0
2011-05-30,0,5,0,4,0.0,1.0,2.0,1.0,23.3,86,6.0
2011-03-26,0,3,5,8,0.0,0.0,2.0,1.0,-0.3,67,66.0
2011-03-27,0,3,6,21,0.0,0.0,2.0,1.0,8.0,38,36.0
2011-03-27,0,3,6,22,0.0,0.0,2.0,1.0,7.7,36,30.0
2011-05-30,0,5,0,9,0.0,1.0,2.0,1.0,21.4,90,128.0
2012-04-16,1,4,0,12,0.0,1.0,2.0,1.0,18.3,77,271.0
2012-05-28,1,5,0,18,0.0,1.0,2.0,1.0,32.7,45,383.0
2012-02-20,1,2,0,14,0.0,1.0,1.0,1.0,2.1,54,263.0
2011-05-30,0,5,0,13,0.0,1.0,2.0,1.0,26.0,75,350.0
2012-03-31,1,3,5,3,0.0,0.0,2.0,1.0,9.2,80,31.0
2011-05-30,0,5,0,22,0.0,1.0,2.0,1.0,33.4,48,106.0
2012-02-20,1,2,0,8,0.0,1.0,1.0,1.0,2.1,63,120.0
2012-02-20,1,2,0,10,0.0,1.0,1.0,1.0,1.6,57,143.0
2012-02-20,1,2,0,11,0.0,1.0,1.0,1.0,1.4,57,208.0
2012-02-20,1,2,0,12,0.0,1.0,1.0,1.0,1.1,58,281.0
2012-03-31,1,3,5,0,0.0,0.0,2.0,1.0,10.3,67,92.0
2011-03-27,0,3,6,20,0.0,0.0,2.0,1.0,7.9,40,57.0
2011-05-30,0,5,0,20,0.0,1.0,2.0,1.0,34.6,43,237.0
2011-05-01,0,5,6,1,0.0,0.0,2.0,1.0,14.2,73,59.0
2011-03-27,0,3,6,19,0.0,0.0,2.0,1.0,7.5,42,103.0
2011-03-27,0,3,6,18,0.0,0.0,2.0,1.0,7.1,44,137.0
2011-03-26,0,3,5,6,0.0,0.0,2.0,1.0,2.3,63,10.0
2011-03-26,0,3,5,7,0.0,0.0,2.0,1.0,0.7,68,41.0
2011-06-12,0,6,6,3,0.0,0.0,2.0,1.0,22.7,98,28.0
2011-05-30,0,5,0,15,0.0,1.0,2.0,1.0,30.9,58,311.0
2011-05-30,0,5,0,14,0.0,1.0,2.0,1.0,28.7,66,327.0
2012-02-20,1,2,0,16,0.0,1.0,1.0,1.0,4.9,45,280.0
2011-11-11,0,11,4,20,0.0,1.0,4.0,1.0,9.2,34,109.0
2011-11-11,0,11,4,21,0.0,1.0,4.0,1.0,8.8,36,83.0
2011-11-11,0,11,4,22,0.0,1.0,4.0,1.0,7.6,38,91.0
2011-04-30,0,4,5,23,0.0,0.0,2.0,1.0,17.9,51,125.0
2011-04-30,0,4,5,6,0.0,0.0,2.0,1.0,9.6,73,21.0
2012-04-16,1,4,0,16,0.0,1.0,2.0,1.0,27.6,47,358.0
2012-01-02,1,1,0,20,0.0,1.0,1.0,1.0,4.5,36,88.0
2012-01-02,1,1,0,19,0.0,1.0,1.0,1.0,4.7,36,93.0
2012-09-03,1,9,0,7,0.0,1.0,3.0,1.0,23.3,99,43.0
2012-09-03,1,9,0,6,0.0,1.0,3.0,1.0,23.6,99,15.0
2011-11-11,0,11,4,14,0.0,1.0,4.0,1.0,4.7,55,247.0
2011-11-11,0,11,4,13,0.0,1.0,4.0,1.0,3.8,61,236.0
2011-11-11,0,11,4,12,0.0,1.0,4.0,1.0,3.4,60,239.0
2012-04-16,1,4,0,1,0.0,1.0,2.0,1.0,23.5,46,28.0
2011-05-01,0,5,6,23,0.0,0.0,2.0,1.0,15.9,73,146.0
2012-03-31,1,3,5,4,0.0,0.0,2.0,1.0,9.2,83,8.0
2011-06-18,0,6,5,12,0.0,0.0,2.0,1.0,22.3,84,420.0
2011-06-12,0,6,6,23,0.0,0.0,2.0,1.0,26.4,75,107.0
2011-06-18,0,6,5,1,0.0,0.0,2.0,1.0,23.8,70,95.0
2011-06-18,0,6,5,2,0.0,0.0,2.0,1.0,22.6,78,53.0
2012-04-16,1,4,0,17,0.0,1.0,2.0,1.0,29.3,41,712.0
2012-04-16,1,4,0,18,0.0,1.0,2.0,1.0,30.4,36,676.0
2012-04-16,1,4,0,19,0.0,1.0,2.0,1.0,31.1,33,522.0
